chi multiples
 N    ID    z   Narcs    chip    chix    chiy    chia   rmss     rmsi    dx      dy    nwarn
 7    3.2 2.051   1      9.89    0.00    0.00    0.00   0.446    0.79   -0.48    0.62  0
 7    3.1 2.051   1     85.81    0.00    0.00    0.00   0.446    2.32   -2.01    1.15  0
 7    3.2 2.051   2     95.70    0.00    0.00    0.00   0.446    1.73    N/A     N/A   0
 8    B4b 1.901   1      3.20    0.00    0.00    0.00   0.118    0.45    0.40    0.20  0
 8    B4a 1.901   1      4.60    0.00    0.00    0.00   0.118    0.54    0.51    0.15  0
 8    B4b 1.901   2      7.80    0.00    0.00    0.00   0.118    0.49    N/A     N/A   0
 9    B3b 1.901   1      1.91    0.00    0.00    0.00   0.090    0.35    0.31    0.14  0
 9    B3a 1.901   1      2.97    0.00    0.00    0.00   0.090    0.43    0.40    0.15  0
 9    B3b 1.901   2      4.88    0.00    0.00    0.00   0.090    0.39    N/A     N/A   0
10    B2b 1.901   1      2.09    0.00    0.00    0.00   0.098    0.36    0.34    0.13  0
10    B2a 1.901   1      5.15    0.00    0.00    0.00   0.098    0.57    0.54    0.19  0
10    B2b 1.901   2      7.23    0.00    0.00    0.00   0.098    0.48    N/A     N/A   0
11    B1b 1.901   1      5.84    0.00    0.00    0.00   0.160    0.60    0.53    0.29  0
11    B1a 1.901   1      7.61    0.00    0.00    0.00   0.160    0.69    0.67    0.16  0
11    B1b 1.901   2     13.45    0.00    0.00    0.00   0.160    0.65    N/A     N/A   0
12    1.3 1.270   1     15.65    0.00    0.00    0.00   0.751    0.99   -0.99    0.04  0
12    1.2 1.270   1     25.37    0.00    0.00    0.00   0.616    1.26   -1.24    0.23  0
12    1.1 1.270   1      3.63    0.00    0.00    0.00   0.168    0.48    0.47   -0.09  0
12    1.3 1.270   3     44.64    0.00    0.00    0.00   0.569    0.96    N/A     N/A   0
13    K2b 3.290   1      9.70    0.00    0.00    0.00   0.253    0.78   -0.77   -0.09  0
13    K2a 3.290   1      4.99    0.00    0.00    0.00   0.253    0.56   -0.21    0.52  0
13    K2b 3.290   2     14.69    0.00    0.00    0.00   0.253    0.68    N/A     N/A   0
14    K1b 3.290   1      9.37    0.00    0.00    0.00   0.241    0.77   -0.76   -0.09  0
14    K1a 3.290   1      4.47    0.00    0.00    0.00   0.241    0.53   -0.27    0.45  0
14    K1b 3.290   2     13.84    0.00    0.00    0.00   0.241    0.66    N/A     N/A   0
15    8.3 3.380   1     41.46    0.00    0.00    0.00   0.434    1.61   -1.01    1.26  0
15    8.2 3.380   1      1.97    0.00    0.00    0.00   0.064    0.35    0.01   -0.35  0
15    8.1 3.380   1      5.91    0.00    0.00    0.00   0.430    0.61    0.20    0.57  0
15    8.3 3.380   3     49.34    0.00    0.00    0.00   0.355    1.01    N/A     N/A   0
16   7.2d 3.390   1     14.96    0.00    0.00    0.00   0.593    0.97   -0.92   -0.29  0
16   7.2c 3.390   1     67.50    0.00    0.00    0.00   0.640    2.05   -1.05    1.76  0
16   7.2b 3.390   1      4.08    0.00    0.00    0.00   0.276    0.50    0.36    0.36  0
16   7.2a 3.390   1      5.79    0.00    0.00    0.00   0.283    0.60    0.48   -0.37  0
16   7.2d 3.390   4     92.32    0.00    0.00    0.00   0.479    1.20    N/A     N/A   0
17   12.2 5.560   1      1.12    0.00    0.00    0.00   0.124    0.26   -0.25    0.08  0
17   12.1 5.560   1      7.13    0.00    0.00    0.00   0.124    0.67   -0.58    0.32  0
17   12.2 5.560   2      8.24    0.00    0.00    0.00   0.124    0.51    N/A     N/A   0
18    D1c 6.200   1      0.38    0.00    0.00    0.00   0.267    0.15    0.00   -0.15  0
18    D1b 6.200   1     45.95    0.00    0.00    0.00   0.238    1.69    1.06   -1.32  0
18    D1a 6.200   1      0.86    0.00    0.00    0.00   0.113    0.23    0.14    0.19  0
18    D1c 6.200   3     47.19    0.00    0.00    0.00   0.216    0.99    N/A     N/A   0
chimul                 471.24    0.00    0.00    0.00   0.277    0.80    N/A     N/A   0
log(Likelihood)       -192.62

chitot           471.24
log(Likelihood)    -192.62
